1569932135 0 0 0 0 2 0
1571826845 0 48952 0 0 2 0
1571827976 0 48984 0 0 2 0
1571828056 0 48988 0 0 2 0
1571829163 0 48988 0 0 2 1
1571829600 0 48999 0 0 2 1
1571830151 0 49004 0 0 2 1
1572295983 88 49004 0 0 2 1
1572296145 91 49004 0 0 2 1
1572296216 92 49004 0 0 2 1
1572359192 222 49004 0 0 2 1
1572362964 366908 49004 0 0 2 1
1572363264 366908 49004 0 0 2 1
1572370444 379215 49004 0 0 2 1
1572376481 379215 155522 0 0 2 1
1572379641 379268 155522 0 0 2 1
1572379685 379268 155522 0 0 2 1
1572381798 379268 155582 0 0 2 1
1572462670 379268 223675 0 0 2 1
1572463686 379268 223690 0 0 2 1
1572463995 379268 223690 2495 0 2 1
1572465017 379268 223690 62706 0 2 1
1572471206 379274 223690 62706 0 2 1
1572471276 379274 223690 62706 0 2 1
1572510582 713294 223690 62706 0 2 1
1572528719 795885 223690 62706 0 2 1
1572791409 886026 223690 62706 0 2 1
1572867922 886084 223690 62706 0 2 1
1572937165 886084 223690 62706 6 2 1
1572937951 886084 223690 62706 14 2 1
1572942919 886084 223690 62706 14 13 1
1572960504 886084 223793 62706 14 13 1
1572961979 886161 223793 62706 14 13 1
1572962002 886161 223793 62706 14 13 1
1572962191 886162 223793 62706 14 13 1
1572985921 886162 223833 62706 14 13 1
1572986232 886162 223833 62706 14 13 1
1573320074 921874 223833 62706 14 13 1
1573320168 921875 223833 62706 14 13 1
1573320321 921875 223833 62706 14 13 1
1573419648 921875 223833 62800 14 13 1
1573477598 921889 223833 62800 14 13 1
1573478044 921889 223834 62800 14 13 1
1573481048 921889 223877 62800 14 13 1
1573819631 921889 223877 62800 22 13 1
1574175964 921889 223877 62800 29 13 1
1574178653 921889 223877 62800 53 13 1
1574180266 921889 223877 62800 56 13 1
1574180835 921889 223877 62800 60 13 1
1574181073 921889 223877 62800 62 13 1
1574181082 921889 223877 62829 62 13 1
1574181105 921889 223877 62829 62 13 1
1574181348 921889 223877 453848 62 13 1
1574182335 921889 223953 453848 62 13 1
1574182694 921889 223953 453848 62 13 1
1574182814 921889 223953 453848 64 13 1
1574187280 921889 223953 453860 64 13 1
1574187296 921889 223953 453860 64 13 1
1574188169 921889 223953 453869 64 13 1
1574188569 921889 223973 453869 64 13 1
1574188590 921889 223973 453869 64 13 1
1574188995 921889 223973 453869 83 13 1
1574188998 921889 223973 453869 83 13 1
1574189190 921889 223973 453869 83 13 1
1574190301 921889 223974 453869 83 13 1
1574190323 921889 223974 453869 83 13 1
1574190451 921889 223974 453869 85 13 1
1574191307 921889 223974 453869 86 13 1
1574194942 921889 223974 453877 86 13 1
1574194954 921889 223974 453877 86 13 1
1574195062 921889 223974 453878 86 13 1
1574195356 921889 223974 453878 109 13 1
1574195430 921889 223974 453879 109 13 1
1574195499 921889 223974 453879 109 13 1
1574195702 921889 223974 453880 109 13 1
1574196847 921889 223974 453880 110 13 1
1574197490 931929 223974 453880 110 13 1
1574198152 931929 224050 453880 110 13 1
1574198503 931929 224050 453880 114 13 1
1574198563 931929 224050 453880 114 13 1
1574198791 931929 224050 453880 114 13 1
1574198971 931929 224077 453880 114 13 1
1574198990 931929 224077 453880 114 13 1
1574199394 931938 224077 453880 114 13 1
1574199720 931948 224077 453880 114 13 1
1574199779 931948 224077 453880 114 13 1
1574258395 931949 224077 453880 114 13 1
1574271160 931986 224077 453880 114 13 1
1574273962 931986 224077 453880 150 13 1
1574274675 931986 224077 453880 150 13 1
1574275023 931986 224077 453880 151 13 1
1574275157 931986 224077 453880 153 13 1
1574279306 931986 224077 453880 157 13 1
1574280075 931986 224077 453880 162 13 1
1574280635 931986 224077 453880 162 13 1
1574280770 931986 224092 453880 162 13 1
1574280817 931986 224092 453880 162 13 1
1574280958 931986 224092 453880 162 13 1
1574281224 931986 224095 453880 162 13 1
1574281473 931986 224096 453880 162 13 1
1574284907 931986 224126 453880 162 13 1
1574290060 931986 224126 453977 162 13 1
1574291473 931986 224126 453978 162 13 1
1574291641 931986 224126 453988 162 13 1
1574292155 931986 224126 453989 162 13 1
1574292291 931986 224196 453989 162 13 1
1574292518 931986 224196 453989 162 13 1
1574293041 931986 224196 453989 162 13 1
1574293147 932031 224196 453989 162 13 1
1574293237 932031 224196 453989 162 13 1
1574293608 932031 224196 453991 162 13 1
1574293644 932031 224196 453991 162 13 1
1574301182 932031 224224 453991 162 13 1
1574301305 932031 224224 453991 162 13 1
