1569932135 0 0 0 0 1 0
1571826845 0 1 0 0 1 0
1571827976 0 2 0 0 1 0
1571828056 0 3 0 0 1 0
1571829163 0 3 0 0 1 1
1571829600 0 4 0 0 1 1
1571830151 0 5 0 0 1 1
1572295983 1 5 0 0 1 1
1572296145 2 5 0 0 1 1
1572296216 3 5 0 0 1 1
1572359192 4 5 0 0 1 1
1572362964 5 5 0 0 1 1
1572363264 6 5 0 0 1 1
1572370444 7 5 0 0 1 1
1572376481 7 6 0 0 1 1
1572379641 8 6 0 0 1 1
1572379685 9 6 0 0 1 1
1572381798 9 7 0 0 1 1
1572462670 9 8 0 0 1 1
1572463686 9 9 0 0 1 1
1572463995 9 9 1 0 1 1
1572465017 9 9 2 0 1 1
1572471206 10 9 2 0 1 1
1572471276 11 9 2 0 1 1
1572510582 12 9 2 0 1 1
1572528719 13 9 2 0 1 1
1572791409 14 9 2 0 1 1
1572867922 15 9 2 0 1 1
1572937165 15 9 2 1 1 1
1572937951 15 9 2 2 1 1
1572942919 15 9 2 2 2 1
1572960504 15 10 2 2 2 1
1572961979 16 10 2 2 2 1
1572962002 17 10 2 2 2 1
1572962191 18 10 2 2 2 1
1572985921 18 11 2 2 2 1
1572986232 18 12 2 2 2 1
1573320074 19 12 2 2 2 1
1573320168 20 12 2 2 2 1
1573320321 21 12 2 2 2 1
1573419648 21 12 3 2 2 1
1573477598 22 12 3 2 2 1
1573478044 22 13 3 2 2 1
1573481048 22 14 3 2 2 1
1573819631 22 14 3 3 2 1
1574175964 22 14 3 4 2 1
1574178653 22 14 3 5 2 1
1574180266 22 14 3 6 2 1
1574180835 22 14 3 7 2 1
1574181073 22 14 3 8 2 1
1574181082 22 14 4 8 2 1
1574181105 22 14 5 8 2 1
1574181348 22 14 6 8 2 1
1574182335 22 15 6 8 2 1
1574182694 22 16 6 8 2 1
1574182814 22 16 6 9 2 1
1574187280 22 16 7 9 2 1
1574187296 22 16 8 9 2 1
1574188169 22 16 9 9 2 1
1574188569 22 17 9 9 2 1
1574188590 22 18 9 9 2 1
1574188995 22 18 9 10 2 1
1574188998 22 18 9 11 2 1
1574189190 22 18 9 12 2 1
1574190301 22 19 9 12 2 1
1574190323 22 20 9 12 2 1
1574190451 22 20 9 13 2 1
1574191307 22 20 9 14 2 1
1574194942 22 20 10 14 2 1
1574194954 22 20 11 14 2 1
1574195062 22 20 12 14 2 1
1574195356 22 20 12 15 2 1
1574195430 22 20 13 15 2 1
1574195499 22 20 14 15 2 1
1574195702 22 20 15 15 2 1
1574196847 22 20 15 16 2 1
1574197490 23 20 15 16 2 1
1574198152 23 21 15 16 2 1
1574198503 23 21 15 17 2 1
1574198563 23 21 15 18 2 1
1574198791 24 21 15 18 2 1
1574198971 24 22 15 18 2 1
1574198990 24 23 15 18 2 1
1574199394 25 23 15 18 2 1
1574199720 26 23 15 18 2 1
1574199779 27 23 15 18 2 1
1574258395 28 23 15 18 2 1
1574271160 29 23 15 18 2 1
1574273962 29 23 15 19 2 1
1574274675 29 23 15 20 2 1
1574275023 29 23 15 21 2 1
1574275157 29 23 15 22 2 1
1574279306 29 23 15 23 2 1
1574280075 29 23 15 24 2 1
1574280635 29 23 15 25 2 1
1574280770 29 24 15 25 2 1
1574280817 29 25 15 25 2 1
1574280958 29 25 15 26 2 1
1574281224 29 26 15 26 2 1
1574281473 29 27 15 26 2 1
1574284907 29 28 15 26 2 1
1574290060 29 28 16 26 2 1
1574291473 29 28 17 26 2 1
1574291641 29 28 18 26 2 1
1574292155 29 28 19 26 2 1
1574292291 29 29 19 26 2 1
1574292518 29 30 19 26 2 1
1574293041 30 30 19 26 2 1
1574293147 31 30 19 26 2 1
1574293237 32 30 19 26 2 1
1574293608 32 30 20 26 2 1
1574293644 32 30 21 26 2 1
1574301182 32 31 21 26 2 1
1574301305 32 32 21 26 2 1
1574355063 33 32 21 26 2 1
1574355188 34 32 21 26 2 1
1574368361 35 32 21 26 2 1
1574379043 35 32 22 26 2 1
1574379197 35 32 23 26 2 1
1574521548 35 33 23 26 2 1
1574521889 35 34 23 26 2 1
1574523127 35 35 23 26 2 1
1574523971 35 35 24 26 2 1
1574523992 35 35 25 26 2 1
1574525212 35 35 26 26 2 1
1574526211 35 35 27 26 2 1
1574526365 35 35 28 26 2 1
1574541796 36 35 28 26 2 1
1574542050 36 36 28 26 2 1
1574542096 36 37 28 26 2 1
1574542148 36 38 28 26 2 1
1574542339 37 38 28 26 2 1
1574542441 38 38 28 26 2 1
1574554504 39 38 28 26 2 1
1574558725 40 38 28 26 2 1
1574596655 40 39 28 26 2 1
1574597200 40 40 28 26 2 1
1574600864 40 40 29 26 2 1
1574614129 40 40 30 26 2 1
1574616381 41 40 30 26 2 1
1574616575 42 40 30 26 2 1
1574619904 42 40 30 27 2 1
1574620080 42 41 30 27 2 1
1574620119 42 42 30 27 2 1
1574622591 42 43 30 27 2 1
1574638990 43 43 30 27 2 1
1574639059 44 43 30 27 2 1
1574639142 44 44 30 27 2 1
1574639336 44 45 30 27 2 1
1574643441 44 46 30 27 2 1
1574647538 45 46 30 27 2 1
1574652246 46 46 30 27 2 1
1574719010 46 47 30 27 2 1
1574719162 46 48 30 27 2 1
1574720845 47 48 30 27 2 1
1574720892 48 48 30 27 2 1
1574734334 48 48 30 27 3 1
